Maker,Category,Registrations,Year
MANISH EV INTERNATIONAL PRIVATE LIMITED,3WT,433,2023
MANITA CITY MOTORS LLP,3WT,"1,809",2023
MANMOHAN KAUR,3WT,64,2023
MARINE NAVAIDS & SOLAR AUTO PVT LTD,3WT,4,2023
MARKUS,3WT,27,2023
MARUTI SUZUKI INDIA LTD,3WT,1,2023
M G INDUSTRIES,3WT,145,2023
MILLENNIAL MOTORS LLP,3WT,7,2023
MINI METRO,3WT,95,2023
MINI METRO EV L.L.P,3WT,"15,959",2023
M K BROTHERS,3WT,2,2023
M.K. ENTERPRISES,3WT,"1,096",2023
MLR AUTO LTD,3WT,"1,894",2023
MOHAN GENERAL TRADING COMPANY,3WT,43,2023
MONDAL TRADING,3WT,77,2023
MOVE STONE SERVICES PVT LTD,3WT,"2,965",2023
M/S SHRIRAM AUTO TECH PVT LTD,3WT,"3,635",2023
M/S VISHNU CLEAN ENERGY VEHICLES LLP,3WT,7,2023
N0VA AUTOMOTIVE TECHNOLOGIES PVT. LTD,3WT,"4,924",2023
NAMAH INDUSTRIES PVT LTD,3WT,5,2023
NAND ELECTRIC MOTOR VEHICLE PVT LTD,3WT,3,2023
NARAINDASS AND SONS,3WT,4,2023
NEEDLE EYE PLASTIC INDUSTRIES PVT LTD,3WT,667,2023
NEELAM CYCLE,3WT,42,2023
NEUON MOTORS LLP,3WT,45,2023
NEW ARCANA INDIA,3WT,"1,253",2023
NEWTON INDIA INDUSTRIES PVT LTD,3WT,5,2023
NGAGE WHEEL PVT LTD,3WT,40,2023
NHD MOTORS,3WT,326,2023
NIBE MOTORS PVT LTD,3WT,8,2023
NIPUN SANYANTRA PVT LTD,3WT,439,2023
NIRMAL UTILITY SERVICES PVT LTD,3WT,22,2023
NRJ ELECTRIC MOTOR VEHICLES PVT LTD,3WT,"2,650",2023
OCULUS AUTO INDUSTRIES LLP,3WT,2,2023
OGATA MOTORS INDIA PVT LTD,3WT,157,2023
OKINAWA AUTOTECH PVT LTD,3WT,1,2023
OK PLAY INDIA LTD,3WT,125,2023
OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,3WT,"3,302",2023
OM BALAJI AUTOMOBILES I P LTD,3WT,8,2023
OMEGA SALES & AGRO INDUSTRIES,3WT,283,2023
OMEGA SEIKI PVT LTD,3WT,"3,572",2023
OM INDUSTRIES,3WT,44,2023
OM RAJ AUTOTECH LLP,3WT,"1,203",2023
OTHERS,3WT,"3,430",2023
PAARTH SARTHI AUTOMOTIVE ENGINEERS PVT LTD,3WT,11,2023
PACE AGRO PRIVATE LIMITED,3WT,41,2023
PANTHER ELECTRIC VEHICLES,3WT,77,2023
PARAS INDUSTRIES,3WT,"3,246",2023
PARI E-VEHICLES,3WT,572,2023
PARI METRO E RICKSHAW,3WT,904,2023
PARVEEN AUTO,3WT,65,2023
PATS MOTOR CORP,3WT,21,2023
PIAGGIO VEHICLES PVT LTD,3WT,"88,917",2023
PLAUDIT TECHNO INDIA PVT LTD,3WT,18,2023
POOSHPAK AUTOMOBILES PVT LTD,3WT,63,2023
PRAAKARM AUTO & CONSTRUCTION EQUIPMENTS,3WT,101,2023
PRABHA AUTOMOTIVE ENGINEERS PVT LTD,3WT,8,2023
PRAG MOTORS,3WT,206,2023
PRAGYA AUTOMOBILE PVT LTD,3WT,33,2023
PRAJJWAL MAHAJAN TRADERS,3WT,13,2023
PRAKASH ENTERPRISES,3WT,65,2023
PRESTANTIA CREATIONS PVT LTD,3WT,6,2023
PRIDE E-MOTORS,3WT,500,2023
PRIYAM INDUSTRIES AND ENGINEERING PVT LTD,3WT,40,2023
PUBANG ETRON ELECTRIC MOTOR PVT LTD,3WT,16,2023
PUNJAB BODY BUILDERS,3WT,22,2023
PURVA UDYOG PVT LTD,3WT,23,2023
PYTHOX MOTORS PVT LTD,3WT,338,2023
R3 ENTERPRISES,3WT,501,2023
RACCOON MOTORS PVT LTD,3WT,18,2023
RAHUL AGRO EXPORTS PVT LTD,3WT,124,2023
RAJA ARTS HITECH ENGINEERING,3WT,1,2023
RAJ AUTOMOTIVE,3WT,98,2023
RAJESH STEEL AND WIRE INDUSTRIES,3WT,8,2023
RAMA INDUSTRIES,3WT,4,2023
RAMON INDUSTRIES,3WT,114,2023
RANA ENGINEER WORKS,3WT,575,2023
RASANDIK ENGINEERING INDUSTRIES INDIA LTD,3WT,152,2023
RASIWASIA RASAYAN PVT LTD,3WT,2,2023
RAVI METAL WORKS,3WT,19,2023
RAYON ENGINEERS,3WT,"1,176",2023
RCJ AUTO FORGE PVT LTD,3WT,609,2023
RD AND CO,3WT,1,2023
REEP INDUSTRIES PVT LTD,3WT,"1,070",2023
REFLEX CONTROL SYSTEM PVT .LTD,3WT,94,2023
REPUBLIC MOTORS,3WT,237,2023
RIBAND ELECTRIC PVT LTD,3WT,496,2023
RIYA ENTERPRISE,3WT,31,2023
ROANSOME MOTORS,3WT,4,2023
ROARLEO MOTOR PVT LTD,3WT,338,2023
RP MOTORS,3WT,32,2023
RSD SECURITY SOLUTIONS PVT LTD,3WT,1,2023
RUTBA PRODUCT PVT LTD,3WT,628,2023
SAERA ELECTRIC AUTO PVT LTD,3WT,"29,325",2023
SAGAR FABRICATIONS,3WT,10,2023
SAHNIANAND E VEHICLES PVT LTD,3WT,"5,788",2023
SAINIK CYCLE MART,3WT,36,2023
SAKSHAM TECH AUTOMOBILES,3WT,175,2023
SAKSHAM TRADING COMPANY,3WT,4,2023
SAMEER ENGINEERING,3WT,3,2023
SAMRAT ELECTRIC VEHICLE,3WT,677,2023
S AND J INDUSTRIES,3WT,126,2023
SARAVANA ENGINEERING WORKS,3WT,204,2023
SATHI MOTORS ELECTRIC VEHICLE PVT LTD,3WT,"2,831",2023
SAURYAA SHARYO CORPORATION,3WT,2,2023
S B TRADERS,3WT,29,2023
SCOOTERS INDIA LTD,3WT,1,2023
SEALION AUTOMOBILE PVT LTD,3WT,36,2023
SEN AND PANDIT VOLTAGE CONTROL PVT LTD,3WT,54,2023
SETH INDUSTRIAL CORPORATION,3WT,911,2023
SF2 E VEHICLE PVT LTD,3WT,49,2023
SGLLINE MOTORS PVT LTD,3WT,31,2023
SHAILENDRA AUTOS PVT LTD,3WT,40,2023
SHAKTI AUTO GREEN,3WT,787,2023
SHALYA AUTO SALES PVT LTD,3WT,617,2023
SHAMMI ELECTRONICS,3WT,28,2023
SHIGAN EVOLTZ LTD,3WT,431,2023
SHINE METAL UDYOG PVT LTD (UNIT- II),3WT,110,2023
SHINME ELECTRICAL VEHICLE PVT LTD,3WT,120,2023
SHIV OM INDIA,3WT,197,2023
SHREE MARUTI NANDAN BUSINESSS (P) LTD,3WT,307,2023
SHREYA ENGINEERS,3WT,9,2023
SHRI BARSANA E-VEHICLES PVT LTD,3WT,"4,086",2023
SHRI NAMO ELECTRIC AUTOMOTIVE,3WT,645,2023
SHRIRAJ ELECTRIC VEHICLES,3WT,"2,726",2023
SHRI RAM AUTO TECH PVT LTD,3WT,3,2023
SHUBHAM MANUFACTURER,3WT,6,2023
SINGHAL ENTERPRISES,3WT,136,2023
SINGH AUTOMOBILES,3WT,359,2023
SIRF INDIA VEHICLES PVT LTD,3WT,27,2023
SITYOG ENGINEERING PVT LTD,3WT,5,2023
SIWACH STEEL PVT LTD,3WT,24,2023
SIX SENSES AUTOMOTIVE PVT LTD,3WT,12,2023
SKS AUTOMOBILES (I) PVT LTD,3WT,2,2023
SKS TRADE INDIA PVT LTD,3WT,"10,081",2023
SKYRIDE AUTOMOTIVE,3WT,40,2023
SKYY RIDER ELECTRIC PRIVATE LIMITED,3WT,1,2023
SMART ELECTRO MOTORS,3WT,47,2023
SMARTOMATIC VEHICLES PRIVATE LIMITED,3WT,2,2023
SMITH MOTORS PVT LTD,3WT,4,2023
SN SOLAR ENERGY,3WT,187,2023
SONI E VEHICLE PVT LTD,3WT,64,2023
SPEED AUTO TECH,3WT,87,2023
SPEEDWAYS ELECTRIC,3WT,5,2023
SPEEGO VEHICLES CO PVT LTD,3WT,"4,769",2023
SPEEGO VEHICLES PVT. LTD,3WT,12,2023
SRD RENEWABLES,3WT,"2,121",2023
SSB INDISTRIES,3WT,"2,248",2023
SSEV ENTERPRISES PRIVATE LIMITED,3WT,767,2023
S S GLOBAL,3WT,6,2023
STAR BULL E MOTORS,3WT,"2,077",2023
STAR IGLOBAL AUTOMOTIVE PVT LTD,3WT,570,2023
SUDHRAJ ELECTRIC MOBILITY PVT. LTD.,3WT,175,2023
SUMFONL AUTO TRADERS PVT LTD,3WT,286,2023
SUNANDA GREENTECH PVT LTD,3WT,11,2023
SUNARIYA MOTORS PVT LTD,3WT,36,2023
SUNSET TRADE PVT LTD,3WT,377,2023
SUNSHINE TECHNOLOGIES,3WT,2,2023
SUNULTRA POWER SOLUTIONS PVT LTD,3WT,142,2023
SUPERECO AUTOMOTIVE CO,3WT,134,2023
SUPERECO AUTOMOTIVE CO LLP,3WT,1,2023
SUPER METRO INDUSTRIES,3WT,"1,198",2023
SUPER POWER MOTORS,3WT,2,2023
SUPERTECH EV LIMITED,3WT,"2,020",2023
SUPREME SMART POWER PVT LTD,3WT,434,2023
SUPROVA ENTERPRISE,3WT,4,2023
SURYA INTERNATIONAL,3WT,16,2023
SVS ENTERPRISES,3WT,84,2023
SWARNCHAKRA AUTOMOBILES PVT LTD,3WT,5,2023
SYNDICATE AUTO COMPONENTS,3WT,77,2023
TAO POWER PRIVATE LIMITED,3WT,11,2023
TARA MAA MACHINERY,3WT,26,2023
TAURUS ELECTRIC VEHICLES,3WT,346,2023
TEJASGREEN AUTOMOTIVE PVT LTD,3WT,1,2023
TERRA MOTORS INDIA PVT LTD,3WT,"8,807",2023
THE COMMERCIAL MOTORS LIMITED,3WT,58,2023
THE COMMERCIAL MOTORS PVT LTD,3WT,8,2023
THUKRAL ELECTRIC BIKES PVT LTD,3WT,"7,272",2023
TI CLEAN MOBILITY PVT LTD,3WT,"1,264",2023
TOP TEAM MACHINES PVT LTD,3WT,"1,743",2023
TRINITY ELECTRIC VEHICLES PVT LTD,3WT,57,2023
TRISHIKA INDUSTRIES,3WT,"1,361",2023
TRUPART AUTOMOTIVE INDIA PVT LTD,3WT,10,2023
TRUZ INDUSTRIES,3WT,3,2023
TSM ENGINEERING PVT LTD,3WT,296,2023
TSR TRADE COM,3WT,30,2023
TUFAN MOTORS PVT LTD,3WT,987,2023
T U K INDUSTRIES,3WT,"2,845",2023
TVS MOTOR COMPANY LTD,3WT,"17,071",2023
TWASHTRE AUTOMOTIVE PVT LTD,3WT,11,2023
TWINKLE TRADCOM PVT LTD,3WT,"1,505",2023
TWO FRIENDS AUTO ELECTRIC PVT LTD,3WT,"3,848",2023
UMA  AUTO INDUSTRIES PVT. LTD,3WT,137,2023
UMA MOTORS,3WT,211,2023
UNIQUE AUTO ELECTRIC,3WT,26,2023
UNIQUE ENTERPRISES,3WT,"3,580",2023
UNIQUE INTERNATIONAL,3WT,"13,571",2023
UNITED TRANSMOVERS PVT LTD,3WT,272,2023
U P TELELINKS LIMITED,3WT,3,2023
U.P. TELELINKS LIMITED,3WT,"2,438",2023
URWASHI ENTERPRISES,3WT,355,2023
VAHAK FUTURE SOLUTIONS LLP,3WT,23,2023
VANI ELECTRIC VEHICLES PVT LTD,3WT,"7,832",2023
VEANCO AUTOMOTIVES PVT LTD,3WT,11,2023
VEECTERO E VEHICLES LLP,3WT,171,2023
VENUS AUTO WHEELS PVT LTD,3WT,574,2023
VICTORIA E VEHICLES PVT. LTD,3WT,25,2023
VICTORY ELECTRIC INTERNATIONAL,3WT,"3,319",2023
VIJAYA ELECTRIC AUTO PVT LTD,3WT,256,2023
VIJAYS ENERGY INDUSTRIES (INDIA) PVT LTD,3WT,"4,807",2023
VIJAYSHREE AUTOCOM LIMITED,3WT,181,2023
VIJEX STEEL FABRICATION,3WT,11,2023
VIMAL UNIVERSAL TRADE PVT LTD,3WT,831,2023
VINCI INDUSTRIAL CORPORATION,3WT,39,2023
VISHALA E-VEHICLES INDUSTRIES PRIVATE LIMITED,3WT,92,2023
VISHAL ENTERPRISES,3WT,36,2023
VISHWAKARMA GNG INDUSTRY,3WT,123,2023
VISHWARUP ENTERPRISE,3WT,10,2023
VITAN JAGADA AUTOMOBILE PVT LTD,3WT,3,2023
VRINDA ENTERPRISES,3WT,"1,080",2023
V.T. ENGINEERING,3WT,9,2023
V.V.A.AUTO INDUSTRIES PVT.LTD,3WT,26,2023
WASAN E-MOBILITY SOLUTIONS PVT LTD,3WT,80,2023
WELKIN HEALTHCARE PVT LTD,3WT,30,2023
WOX COOLERS PVT LTD,3WT,2,2023
XXPLORE AUTOMATIVE PVT LTD,3WT,2,2023
XXPLORE AUTOMOTIVE PVT. LIMITED,3WT,6,2023
YAARI AUTOMOBILES PVT LTD,3WT,3,2023
YC ELECTRIC VEHICLE,3WT,"40,786",2023
ZENIAK INNOVATION INDIA LTD,3WT,"2,836",2023
ZENTHIUM EV PVT LTD,3WT,719,2023
ZEOPLUS AXIS INDIA PVT. LTD.,3WT,"3,563",2023
ZERO 21 RENEWABLE ENERGY SOLUTIONS PVT LTD,3WT,11,2023
ZESAR MOTORS PVT LTD,3WT,37,2023
ZOHAN TRADERS AND BIG METRO,3WT,131,2023
3EV INDUSTRIES PVT LTD,3WN,0,2024
3S INDUSTRIES PRIVATE LIMITED,3WN,0,2024
AADHYA ENTERPRISES,3WN,0,2024
AADITYA GARBAGE PRODUCTS PVT LTD,3WN,0,2024
AAHANA COMMERCE PVT LTD,3WN,0,2024
AAKK AUTO PVT LTD,3WN,0,2024
AARGEE ELECTRIC,3WN,0,2024
AARON INDUSTRIES,3WN,0,2024
ACCRETION POWER AUTOS,3WN,0,2024
ADAPT MOTORS PVT LTD,3WN,0,2024
ADIDEV TECHNOA PVT LTD,3WN,0,2024
ADITYA SAI INDUSTRIES,3WN,0,2024
ADM TECHNOLOGIES PVT. LTD.,3WN,0,2024
AERODRIVE PVT LTD,3WN,0,2024
AFKON AUTOMOTIVES PVT LTD,3WN,0,2024
AGRAWAL RENEWABLE ENERGY PVT LTD,3WN,0,2024
AJAY MOTORS PRIVATE LIMITED,3WN,0,2024
A.J ENTERPRISES,3WN,0,2024
AKG INTERNATIONAL,3WN,0,2024
A K GUPTA & CO.,3WN,0,2024
ALBEDO VISION PVT LTD,3WN,0,2024
ALIED E MOBILITY PVT LTD,3WN,0,2024
ALLENTTI MOTORS PVT LTD,3WN,0,2024
ALLFINE INDUSTRIES PVT LTD,3WN,0,2024
ALTIER ELECTRIC VEHICLES PVT LTD,3WN,0,2024
ALTIGREEN PROPULSION LABS PVT LTD,3WN,0,2024
ALTIUS TECHNOLOGIES,3WN,0,2024
ALVI AUTO,3WN,0,2024
AMAN AUTOMOBILES,3WN,0,2024
AMAN ELECTRIC VEHICLES,3WN,0,2024
AMBIKA ENTERPRISES,3WN,0,2024
AMBIKA INDUSTRIES,3WN,0,2024
AMIR KHAN SAIFI STEEL WORKS,3WN,0,2024
ANJALI AUTO COMPONENTS,3WN,0,2024
ANJALI TRADERS,3WN,0,2024
ANOOP CYLINDERS PVT LTD,3WN,0,2024
APARNA INDUSTRIES,3WN,0,2024
A P I MOTORS PVT LTD,3WN,0,2024
APM AUTO SALES,3WN,0,2024
APSARA ENTERPRISE,3WN,0,2024
ARCHIT ENTERPRISES,3WN,0,2024
ARD EXIM,3WN,0,2024
ARIHANT ENTERPRISES,3WN,0,2024
A.R. MOTOR,3WN,0,2024
ARNA ELECTRIC AUTO PVT LTD,3WN,0,2024
ARROW AUTOMOTIVE,3WN,0,2024
ARYAN INDUSTRIES,3WN,0,2024
ASAV AUTOMOTIVE PVT LTD,3WN,0,2024
ASHA IMPEX,3WN,0,2024
ASHLESHA POWER CONTROLS PVT LTD,3WN,0,2024
ASHMA-MOTORS PVT LTD,3WN,0,2024
ASHWA ELECTRIC,3WN,0,2024
ATTOLENT AUTO GROUP PVT LTD,3WN,0,2024
ATUL AUTO LTD,3WN,52,2024
ATUL GREENTECH PRIVATE LIMITED,3WN,0,2024
ATUT SANGAM,3WN,0,2024
AUTOECO GREEN ENERGY PVT LTD,3WN,0,2024
AUTOHAUS PRIVATE LIMITED,3WN,0,2024
AUTOLITE (INDIA) LIMITED,3WN,0,2024
A.V.AUTOMOTIVES PVT LTD,3WN,0,2024
AVL ELECTRIC VEHICLES PVT LTD,3WN,0,2024
AVON CYCLES LTD,3WN,0,2024
B24 ROKET EV,3WN,0,2024
BABA E-VEHICLES,3WN,0,2024
BADSHAH ENTERPRISES,3WN,0,2024
BAGHWAN RIKSHAW UDYOG,3WN,0,2024
BAJAJ AUTO LTD,3WN,427,2024
BAJAJ IMPLEMENTS PVT. LTD,3WN,0,2024
BALAJI TRADING COMPANY,3WN,0,2024
BALAN ENGINEERING PVT LTD,3WN,0,2024
BAL GOPAL WHEELS PVT LTD,3WN,0,2024
BALI AUTO INDUSTRIES,3WN,0,2024
BAXY LTD,3WN,3,2024
BEENA DEVI & SONS INDUSTRIES PVT LTD,3WN,0,2024
BENTINCK INDUSTRIES PVT. LTD.,3WN,0,2024
BEST WAY AGENCIES PVT LTD,3WN,0,2024
BESTWAY BANARASH,3WN,0,2024
BHADAURIA ENTERPRISES,3WN,0,2024
BHAVE ELECTRIC VEHICLES PVT LTD,3WN,0,2024
BHM INDUSTRIES,3WN,0,2024
BIG BULL TRADER PVT LTD,3WN,0,2024
BIJNOR ENTERPRISES,3WN,0,2024
BOSS ENTERPRISES,3WN,0,2024
BRIGHT AUTOZONE PVT LTD,3WN,0,2024
BRIGHT METAL WORKS,3WN,0,2024
BRIGHT SAFAR,3WN,0,2024
BSERAIL ENGINEERING PVT LTD,3WN,0,2024
CAPCO INDUSTRIES PVT LTD,3WN,0,2024
CAPITAL AUTO INDUSTRIES,3WN,0,2024
CARREE YUNUS VEHICLE PVT LTD,3WN,0,2024
CART INDIA,3WN,0,2024
CEEON INDIA,3WN,0,2024
CELLETRON MOTOR WORKS,3WN,0,2024
CG & BROTHER CO,3WN,0,2024
CHAMPION POLY PLAST,3WN,1,2024
CHANDAKE-AUTOMOBILES LLP,3WN,0,2024
CHAUHAN AUTO INDUSTRIES,3WN,0,2024
CHEHAK BATTERIES,3WN,0,2024
CITADEL ENTERPRISES(OPC) PVT LTD,3WN,0,2024
CITYGREEN AUTO & PETRO CHEMICALS (P) LTD,3WN,0,2024
CLENERGY INNOVATIONS PVT LTD,3WN,0,2024
C M OVERSEAS,3WN,0,2024
CONTINENTAL ENGINES PVT LTD,3WN,1,2024
COVAI GREEN RIDE,3WN,0,2024
CYRUS AUTO INDUSTRIES PVT LTD,3WN,0,2024
DAKSH INDUSTRIES,3WN,0,2024
DASHMESH TRADERS,3WN,0,2024
DAVE EXIM PVT LTD,3WN,0,2024
DEBU AUTOMOBILES,3WN,0,2024
DEEP DRAWN TECHNOLOGIES,3WN,0,2024
DE EUSI MOTORS PVT LTD.,3WN,0,2024
DELTA AUTOCORP LTD,3WN,0,2024
DELTEK ENTERPRISES PVT LTD,3WN,0,2024
DEVAM ELECTRIC VEHICLES PVT LTD,3WN,0,2024
DEVCHHAYA MOTORS,3WN,0,2024
DEV MOTORS,3WN,0,2024
DHAR IN PVT LTD,3WN,0,2024
DHAR INTERNATIONAL,3WN,0,2024
DHARMPAL ENTERPRISES,3WN,0,2024
DHRITI ENTERPRISES,3WN,0,2024
DIAMOND E VEHICLES,3WN,0,2024
DILIGENT MOBILITY SERVICE PVT LTD,3WN,0,2024
DILLI ELECTRIC AUTO PVT LTD,3WN,14,2024
DIVANSU AUTOMOBILES LTD,3WN,0,2024
DIVYA ENTERPRISES,3WN,0,2024
D.K. MOTORS,3WN,0,2024
DONGMA VEHICLE (IMPORTER: MERCURY METALS),3WN,0,2024
DSF INDUSTRIES PVT LTD,3WN,0,2024
D S INDUSTRIES,3WN,0,2024
DSR EV MOBILITY PVT LTD,3WN,3,2024
DUKE AUTO INDIA,3WN,0,2024
DYNAVOLT TECHNOLOGY INDIA LTD,3WN,0,2024
DYS IMPEX PRIVATE LIMITED,3WN,0,2024
E-ASHWA AUTOMOTIVE PVT LTD,3WN,0,2024
EBUZZ MOBILITY LLP,3WN,0,2024
ECO DYNAAMIC EQUIPMENTS,3WN,10,2024
ECO-FRIENDLY ELECTRIC VEHICLE PVT LTD,3WN,0,2024
ECO SMART VEHICLES PVT LTD,3WN,0,2024
EDMRC MANNSCHAFT LLP,3WN,0,2024
EEVEE ENGINEERING PVT LTD,3WN,0,2024
EFEV CHARGING SOLUTION PVT LTD,3WN,0,2024
E-GURU AUTO ENERGY,3WN,0,2024
ELECTRA INTERNATIONAL,3WN,0,2024
ELECTRODRIVE VEHICLES PVT LTD,3WN,0,2024
ELECTROTECH TRANSMISSION PVT LTD,3WN,0,2024
ELEPHANTA INDUSTRIES PVT LTD,3WN,0,2024
ELITE AUTO ENGINEERS PVT LTD,3WN,0,2024
E-MOTION AUTOMOTIVE INDUSTRY LLP,3WN,0,2024
ENABLING E-VEHICLE PVT LTD,3WN,0,2024
ENERGY ELECTRIC VEHICLES,3WN,0,2024
ENGINIA VEHICLES PVT LTD,3WN,0,2024
ENTICE IMPEX PVT LTD,3WN,0,2024
EPOWER VEHICLES PVT LTD,3WN,0,2024
ERISHA E MOBILITY PVT LTD,3WN,0,2024
E ROYCE MOTORS INDIA PVT LTD,3WN,0,2024
ETRIO AUTOMOBILES PVT LTD,3WN,0,2024
EULER MOTORS PVT LTD,3WN,0,2024
EVBHARAT RANGE PRIVATE LIMITED,3WN,0,2024
EVCO AUTOMOBILES PVT LTD,3WN,0,2024
EVEX AUTO INDIA PVT LTD,3WN,0,2024
EVGREEN PVT LTD,3WN,0,2024
EVOLUTION AUTOTECH,3WN,0,2024
EXIDE INDUSTRIES LTD,3WN,0,2024
EXTRA FAST SOLUTIONS,3WN,0,2024
EXTREME MOTORS,3WN,0,2024
EYUG AUTOMOBILE PVT LTD,3WN,0,2024
FEDE INDUSTRIES PVT LTD,3WN,0,2024
FIRST CHOICE ELECTRIC VEHICLES PVT LTD,3WN,0,2024
FITWEL MOBILITY PVT LTD,3WN,0,2024
FIVE ELEMENTS,3WN,0,2024
FRN MOTORS PVT LTD,3WN,0,2024
GAGAN AUTOMOTIVES,3WN,0,2024
GALAXY ELECTRIC VEHICLES,3WN,0,2024
GALVANIC AUTO PVT LTD,3WN,0,2024
GAYATRI ELECTRIC VEHICLES PVT LTD,3WN,3,2024
G & G AUTOMOTIVE,3WN,0,2024
G.K E-VEHICLS INDUSTRIES PVT LTD,3WN,0,2024
GKON ELECTRIC MOTOR VEHICLES PVT LTD,3WN,1,2024
G.K. RICKSHAW PVT LTD,3WN,1,2024
GLAZE EV LLP,3WN,0,2024
G. M. VEHICLE INDUSTRIES,3WN,0,2024
GOBIND INDUSTRIES PVT LTD,3WN,0,2024
GODAWARI ELECTRIC MOTORS PVT LTD,3WN,0,2024
GODAWARI TECHNO SOLUTIONS PVT LTD,3WN,0,2024
GOENKA ELECTRIC MOTOR VEHICLES PVT LTD,3WN,0,2024
GOLDEN ELECTRIC VEHICLES,3WN,0,2024
GOPAL AUTO MOTORS PVT LTD,3WN,0,2024
GRAM TARANG EMPLOYABILITY TRAINNING SERVICES P LTD,3WN,0,2024
GRD MOTORS,3WN,0,2024
GREENETICS INDUSTRIES PVT LTD,3WN,0,2024
GREEN EVOLVE PVT LTD,3WN,0,2024
GREENFIT INDUSTRIES LLP,3WN,0,2024
GREEN IMPEX,3WN,0,2024
GREEN SHUTTLE TECHNOLOGY PVT LTD,3WN,0,2024
GREEN STAR MOTORS,3WN,0,2024
GREEN TACK EMPALA ELECTRIC MOTOR COMPANY,3WN,0,2024
GREENTECH AUTO LLP,3WN,0,2024
GREEN TECHNOLOGIES,3WN,0,2024
GREEN VALLEY MOTORS,3WN,0,2024
GREEN WAY ECO RIDE,3WN,0,2024
GREENWHEELS AUTOMOBILE PVT LTD,3WN,0,2024
GRINDIA G MOTORS PVT LTD,3WN,0,2024
GTP ELECTRIC VEHICLES PVT LTD,3WN,0,2024
G.T TRADER,3WN,0,2024
GURUKIRPA INDUSTRIES,3WN,0,2024
HAITEK AUTOMOTIVE PVT LTD,3WN,0,2024
HANUMAN UDYOG,3WN,0,2024
HARNISHA AUTO PVT LTD,3WN,0,2024
HARSH TRADING CO,3WN,0,2024
HARSHVIE INDUSTRIES PVT LTD,3WN,0,2024
HARYANA MOTORS PVT LTD,3WN,0,2024
HBSS E MOBILITY PVT LTD,3WN,0,2024
HEXALL MOTORS PVT LTD,3WN,0,2024
HIM TEKNOFORGE LTD,3WN,0,2024
HINDUSTAN MOTOR CORPORATION,3WN,0,2024
HINDUSTHAN TECHNOLOGIES PVT LTD CUTTACK JAGATPUR,3WN,0,2024
HI-TECH INDUSTRIES,3WN,0,2024
HITECH  MECHANICAL WORKS,3WN,0,2024
HOOGHLY MOTORS PVT LTD,3WN,0,2024
HOP MOTORS PVT LTD,3WN,2,2024
HOTAGE INDIA,3WN,0,2024
HOVEL CYLINDER PVT LTD,3WN,0,2024
HUNDA EV PVT LTD,3WN,0,2024
HUNDAL INDUSTRIES,3WN,0,2024
HYKON INDIA LTD,3WN,0,2024
INDIAN MOTORS,3WN,0,2024
INDIA SAFE ENTERPRISE,3WN,0,2024
INS AUTOMOBILES PVT LTD,3WN,0,2024
INTERGLOBE ENERGY PVT LTD,3WN,0,2024
INVVIGORS INDIA,3WN,0,2024
ISUKII GREENS PVT LTD,3WN,0,2024
JADE KOREA SPINE LIFE,3WN,0,2024
JAIDKA POWER SYSTEMS PVT LTD,3WN,0,2024
JAIN POWER CORP,3WN,0,2024
JAISIK BUSINESS LINKS PVT LTD,3WN,0,2024
JAI SRI RAM ELECTRIC VEHICLE MANUFACTURING PVT LTD,3WN,0,2024
JAJODIA COMMODITIES PVT LTD,3WN,0,2024
JAL ENTERPRISES,3WN,0,2024
JAYATI TOOLS,3WN,0,2024
JAYNA AUTOMOBILES LLP,3WN,0,2024
JESSUN TECHNO PVT LTD,3WN,2,2024
JIANGSU JINPENG (IMPORTER: KKL HITECH EV),3WN,0,2024
JIANGSU ZHONGXING (IMPORTER: CAL-ON INDUSTRIES),3WN,0,2024
JINDAL ELECTRIC VEHICLES,3WN,0,2024
JITENDRA NEW EV-TECH PVT. LTD,3WN,0,2024
JITENDRA TEMPO PARTS,3WN,0,2024
JMT VEHICLES PVT LTD,3WN,0,2024
JOYRAM STEEL FABRICATION WORKS,3WN,0,2024
J P AUTO TECH,3WN,0,2024
J. S. AUTO (P) LTD,3WN,0,2024
JS MOBILEON PVT LTD,3WN,0,2024
KABMAX ELECTRIC AUTOMOBILES PVT. LTD,3WN,0,2024
KADESEETLA AASHIRWAD GP INDUSTRIES PVT LTD,3WN,0,2024
KAIZER ELECTRIC VEHICLES,3WN,0,2024
KAKKAR ELECTRIC AUTO PVT LTD,3WN,0,2024
KALINGA VENTURES INDIA PVT LTD,3WN,0,2024
KALPVRIKSH ELECTOMOBILES CO,3WN,0,2024
KAMAZ INDUSTRIES,3WN,0,2024
KANHA ELECTRIC VEHICLES,3WN,0,2024
KAPTECH INDIA PVT LTD,3WN,0,2024
KATYAYANI AUTOMOTIVE,3WN,0,2024
KCAS ELECTRIC VEHICLES PVT LTD,3WN,0,2024
KERALA AUTOMOBILES LIMITED,3WN,0,2024
KETO MOTORS PVT LTD,3WN,0,2024
KETRON ELECTRIC VEHICLES PVT LTD,3WN,0,2024
KGN,3WN,0,2024
KGN INDUSTRIES,3WN,0,2024
KHALSAE-VEHICLES PVT LTD,3WN,0,2024
KINETIC GREEN ENERGY & POWER SOLUTIONS LTD,3WN,6,2024
KIRAN AUTOMOBILE INDUSTRY,3WN,0,2024
KIRTI SOLAR LTD,3WN,0,2024
